cord_uid,title,abstract,authors,journal,publish_time,source_x,has_full_text,pdf_json_files,pmc_json_files,url,doi
cord_000648,COVID-19 Research Paper 648: Mathematical Modeling Virological,This study investigates COVID-19 treatment using epidemiological models. The findings suggest important implications for vaccine development.,"Author 0 Brown, Author 1 Smith, Author 2 Brown, Author 3 Miller, Author 4 Johnson, Author 5 Jones",Nature,2020-12-22,WHO,False,pdf_648.json,pmc_648.json,https://example.com/paper/648,10.1000/000648
cord_000649,COVID-19 Research Paper 649: Therapeutic Public Health,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Davis, Author 1 Williams, Author 2 Brown, Author 3 Williams, Author 4 Johnson",NEJM,2022-02-25,Research Square,False,,,https://example.com/paper/649,
cord_000650,COVID-19 Research Paper 650: Public Health Preventive,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Williams, Author 1 Johnson, Author 2 Williams, Author 3 Jones, Author 4 Brown",Nature,2022-05-10,Elsevier,False,pdf_650.json,pmc_650.json,https://example.com/paper/650,
cord_000651,COVID-19 Research Paper 651: Public Health Preventive,This study investigates COVID-19 diagnosis using clinical data. The findings suggest important implications for vaccine development.,"Author 0 Jones, Author 1 Brown, Author 2 Smith, Author 3 Jones, Author 4 Davis",Journal of Medical Virology,2020-05-11,bioRxiv,True,,pmc_651.json,https://example.com/paper/651,
cord_000652,COVID-19 Research Paper 652: Preventive Diagnostic,This study investigates COVID-19 prevention using clinical data. The findings suggest important implications for clinical practice.,Author 0 Miller,Clinical Infectious Diseases,2020-05-06,Research Square,False,pdf_652.json,pmc_652.json,https://example.com/paper/652,10.1000/000652
cord_000653,COVID-19 Research Paper 653: Preventive Therapeutic,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Smith, Author 1 Garcia, Author 2 Miller, Author 3 Miller, Author 4 Jones, Author 5 Johnson",PLOS ONE,2021-05-27,Research Square,False,pdf_653.json,pmc_653.json,https://example.com/paper/653,10.1000/000653
cord_000654,COVID-19 Research Paper 654: Virological Virological,This study investigates COVID-19 symptoms using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Davis, Author 1 Davis, Author 2 Garcia, Author 3 Smith, Author 4 Brown, Author 5 Smith",JAMA,2020-08-22,bioRxiv,False,,pmc_654.json,https://example.com/paper/654,
cord_000655,COVID-19 Research Paper 655: Epidemiological Epidemiological,This study investigates COVID-19 epidemiology using clinical data. The findings suggest important implications for treatment protocols.,"Author 0 Miller, Author 1 Davis, Author 2 Garcia",JAMA,2020-03-17,medRxiv,False,,,https://example.com/paper/655,
cord_000656,COVID-19 Research Paper 656: Mathematical Modeling Therapeutic,This study investigates COVID-19 prevention using statistical methods. The findings suggest important implications for vaccine development.,Author 0 Miller,Clinical Infectious Diseases,2020-05-29,medRxiv,True,,,https://example.com/paper/656,
cord_000657,COVID-19 Research Paper 657: Epidemiological Epidemiological,This study investigates COVID-19 diagnosis using clinical data. The findings suggest important implications for public health policy.,"Author 0 Garcia, Author 1 Johnson",The Lancet,2022-06-23,WHO,True,pdf_657.json,,https://example.com/paper/657,10.1000/000657
cord_000658,COVID-19 Research Paper 658: Clinical Public Health,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Smith, Author 1 Brown, Author 2 Miller, Author 3 Johnson, Author 4 Brown",Science,2022-02-05,bioRxiv,False,pdf_658.json,,https://example.com/paper/658,10.1000/000658
cord_000659,COVID-19 Research Paper 659: Clinical Public Health,This study investigates COVID-19 diagnosis using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Williams, Author 1 Garcia",The Lancet,2020-03-01,Elsevier,False,,pmc_659.json,https://example.com/paper/659,10.1000/000659
cord_000660,COVID-19 Research Paper 660: Public Health Mathematical Modeling,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Johnson, Author 1 Johnson, Author 2 Smith",Science,2020-12-22,Elsevier,True,,pmc_660.json,https://example.com/paper/660,
cord_000661,COVID-19 Research Paper 661: Clinical Virological,This study investigates COVID-19 epidemiology using epidemiological models. The findings suggest important implications for vaccine development.,"Author 0 Miller, Author 1 Smith, Author 2 Garcia, Author 3 Jones",JAMA,2021-10-19,WHO,True,pdf_661.json,pmc_661.json,https://example.com/paper/661,10.1000/000661
cord_000662,COVID-19 Research Paper 662: Public Health Epidemiological,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for public health policy.,"Author 0 Johnson, Author 1 Davis",PLOS ONE,2020-08-08,WHO,True,pdf_662.json,,https://example.com/paper/662,10.1000/000662
cord_000663,COVID-19 Research Paper 663: Therapeutic Epidemiological,This study investigates COVID-19 symptoms using epidemiological models. The findings suggest important implications for public health policy.,"Author 0 Garcia, Author 1 Smith",Science,2022-07-09,Research Square,True,pdf_663.json,,https://example.com/paper/663,10.1000/000663
cord_000664,COVID-19 Research Paper 664: Public Health Public Health,This study investigates COVID-19 prevention using clinical data. The findings suggest important implications for treatment protocols.,"Author 0 Brown, Author 1 Johnson, Author 2 Davis",JAMA,2022-02-12,Elsevier,False,pdf_664.json,pmc_664.json,https://example.com/paper/664,10.1000/000664
cord_000665,COVID-19 Research Paper 665: Public Health Epidemiological,This study investigates COVID-19 treatment using machine learning. The findings suggest important implications for vaccine development.,Author 0 Davis,Emerging Infectious Diseases,2020-09-29,medRxiv,False,pdf_665.json,pmc_665.json,https://example.com/paper/665,10.1000/000665
cord_000666,COVID-19 Research Paper 666: Therapeutic Therapeutic,This study investigates COVID-19 symptoms using epidemiological models. The findings suggest important implications for vaccine development.,"Author 0 Johnson, Author 1 Johnson, Author 2 Smith, Author 3 Smith, Author 4 Miller",Nature Medicine,2021-02-13,PubMed Central,False,pdf_666.json,pmc_666.json,https://example.com/paper/666,10.1000/000666
cord_000667,COVID-19 Research Paper 667: Preventive Epidemiological,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for treatment protocols.,"Author 0 Johnson, Author 1 Williams, Author 2 Smith",PLOS ONE,2021-02-04,bioRxiv,True,pdf_667.json,,https://example.com/paper/667,10.1000/000667
cord_000668,COVID-19 Research Paper 668: Therapeutic Virological,This study investigates COVID-19 epidemiology using epidemiological models. The findings suggest important implications for public health policy.,"Author 0 Smith, Author 1 Jones, Author 2 Miller, Author 3 Johnson",Cell,2021-06-01,medRxiv,False,,pmc_668.json,https://example.com/paper/668,10.1000/000668
cord_000669,COVID-19 Research Paper 669: Preventive Therapeutic,This study investigates COVID-19 symptoms using laboratory analysis. The findings suggest important implications for public health policy.,Author 0 Smith,NEJM,2022-10-02,WHO,False,pdf_669.json,pmc_669.json,https://example.com/paper/669,10.1000/000669
cord_000670,COVID-19 Research Paper 670: Diagnostic Virological,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Smith, Author 1 Jones, Author 2 Miller, Author 3 Miller, Author 4 Johnson",Clinical Infectious Diseases,2022-06-15,WHO,True,,,https://example.com/paper/670,10.1000/000670
cord_000671,COVID-19 Research Paper 671: Public Health Therapeutic,This study investigates COVID-19 prevention using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Miller, Author 1 Brown, Author 2 Smith, Author 3 Davis, Author 4 Miller",JAMA,2021-08-08,medRxiv,False,,pmc_671.json,https://example.com/paper/671,10.1000/000671
cord_000672,COVID-19 Research Paper 672: Public Health Virological,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Miller, Author 1 Johnson, Author 2 Garcia, Author 3 Smith",The Lancet,2021-04-06,PubMed Central,False,pdf_672.json,pmc_672.json,https://example.com/paper/672,10.1000/000672
cord_000673,COVID-19 Research Paper 673: Mathematical Modeling Mathematical Modeling,This study investigates COVID-19 symptoms using machine learning. The findings suggest important implications for public health policy.,"Author 0 Garcia, Author 1 Brown, Author 2 Johnson, Author 3 Johnson",Nature,2021-02-16,PubMed Central,True,pdf_673.json,pmc_673.json,https://example.com/paper/673,10.1000/000673
cord_000674,COVID-19 Research Paper 674: Therapeutic Virological,This study investigates COVID-19 diagnosis using epidemiological models. The findings suggest important implications for treatment protocols.,Author 0 Johnson,Science,2020-11-27,bioRxiv,True,pdf_674.json,pmc_674.json,https://example.com/paper/674,
cord_000675,COVID-19 Research Paper 675: Therapeutic Diagnostic,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Brown, Author 1 Williams, Author 2 Jones, Author 3 Garcia, Author 4 Miller",PLOS ONE,2022-06-07,Elsevier,True,,,https://example.com/paper/675,10.1000/000675
cord_000676,COVID-19 Research Paper 676: Mathematical Modeling Public Health,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Davis, Author 1 Williams, Author 2 Brown, Author 3 Williams",BMJ,2022-12-18,WHO,False,pdf_676.json,,https://example.com/paper/676,
cord_000677,COVID-19 Research Paper 677: Public Health Epidemiological,This study investigates COVID-19 symptoms using laboratory analysis. The findings suggest important implications for vaccine development.,Author 0 Smith,Journal of Medical Virology,2021-01-28,WHO,False,,pmc_677.json,https://example.com/paper/677,10.1000/000677
cord_000678,COVID-19 Research Paper 678: Virological Preventive,This study investigates COVID-19 treatment using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Jones, Author 1 Miller",JAMA,2020-06-25,Elsevier,False,,pmc_678.json,https://example.com/paper/678,10.1000/000678
cord_000679,COVID-19 Research Paper 679: Public Health Diagnostic,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Garcia, Author 1 Jones, Author 2 Williams, Author 3 Williams, Author 4 Davis",The Lancet,2020-02-19,PubMed Central,False,,pmc_679.json,https://example.com/paper/679,10.1000/000679
cord_000680,COVID-19 Research Paper 680: Clinical Public Health,This study investigates COVID-19 diagnosis using clinical data. The findings suggest important implications for public health policy.,"Author 0 Garcia, Author 1 Jones, Author 2 Garcia",NEJM,2020-07-16,Research Square,False,,,https://example.com/paper/680,10.1000/000680
cord_000681,COVID-19 Research Paper 681: Public Health Virological,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for treatment protocols.,Author 0 Williams,BMJ,2021-02-20,medRxiv,True,,pmc_681.json,https://example.com/paper/681,10.1000/000681
